web-scraper-order;name;transp_name;max_weight;Volume;order_link;;;distance;adr_start;adr_end;date_start;duration;price;order_num;order_name;order_info;fuel_av_100;;date_start
12;drdawin;Mercedes-Benz Sprinter 316 CDI;1,5;Легковой автомобиль;Подарок;;;5003;Томск;Скаржиско-Каменна;13.10.2023;10,5;10900;№ 1905988; Отвезти автотранспортом подарка;"Груз :
							Подарок						
                                        Дата перевозки:  13.10
					Время перевозки:  Не указано
                    Категория: Прочие грузы
                    Вес: 3 кг
                    Д; Ш; В : 15 см; 40 см; 15 см;
					Объем:  0.01 м3";13,14100358;;13.10.2023
12;drdawin;Mercedes-Benz Sprinter 316 CDI;1,5;Легковой автомобиль;личинки и ключи от замков;;;853;Тарту;Москва;30.10.2023;13;20300;№ 1906922; Грузовые перевозки личинок И Ключей ота замков на газели догрузом;"Груз :
							личинки и ключи от замков						
                                        Дата перевозки:  28.10
					Время перевозки:  Не указано
                    Категория: Догруз
                    Вес: 6.15 кг
                    Д; Ш; В : 21 см; 20 см; 16 см;
					Объем:  0.01 м3";12,87025556;;30.10.2023
12;drdawin;Mercedes-Benz Sprinter 316 CDI;1,5;Легковой автомобиль;Личные вещи (сумки);;;1273;Москва;Варшава;22.10.2023;12;10300;№ 1907159; Заказать бортовую газель дешево догрузом;"Груз :
							Личные вещи (сумки)						
                                        Дата перевозки:  с 21.10 по 29.10
					Время перевозки:  Не указано
                    Категория: Догруз
                    Вес: 6 кг
                    Д; Ш; В : 60 см; 60 см; 60 см;
					Объем:  0.22 м3";8,992227207;;22.10.2023
12;drdawin;Mercedes-Benz Sprinter 316 CDI;1,5;Легковой автомобиль;Велосипед;;;1834;Химки;Берлин;22.10.2023;13,5;23000;№ 1907482; Заказать автомобиль для перевозки вещей ;"Груз : Велосипед 
                                        Дата перевозки:  с 19.10 по 19.11
					Время перевозки:  Не указано
                    Категория: Мебель и бытовая техника
                    Вес: 10 кг
                    Д; Ш; В : 150 см; 30 см; 150 см;
					Объем:  0.68 м3";7,672177087;;22.10.2023
12;drdawin;Mercedes-Benz Sprinter 316 CDI;1,5;Легковой автомобиль;Коробка;;;5023;Уфа;Барселона;24.10.2023;13;27900;№ 1908344; Перевезти Коробка;"Груз : Коробка 
                                        Дата перевозки:  24.10
					Время перевозки:  Не указано
                    Категория: Мебель и бытовая техника
                    Вес: 20 кг
                    Д; Ш; В : 60 см; 40 см; 40 см;
					Объем:  0.1 м3";11,98478449;;24.10.2023
12;drdawin;Mercedes-Benz Sprinter 316 CDI;1,5;Легковой автомобиль;Медикаменты;;;2161;Москва;Hetzles;11.11.2023;13,5;35000;№ 1909602; Доставка медикаментов недорого;"Груз :
							Медикаменты						
                                        Дата перевозки:  с 11.11 по 12.11
					Время перевозки:  Не указано
                    Категория: Строительные грузы и оборудование
                    Вес: 0.1 кг
                    Д; Ш; В : 10 см; 10 см; 2 см;
					Объем:  0.01 м3";12,8827559;;11.11.2023
12;drdawin;Mercedes-Benz Sprinter 316 CDI;1,5;Легковой автомобиль;Переезд переезд;;;4456;Санкт-Петербург;Pyla;25.11.2023;13;301400;№ 1910400; Переезд квартиры;"Дата перевозки:  25.11
					Время перевозки:  Не указано

										Общий объем:  3.5621 м3
					Общий вес:  164 кг
                    Категория: Переезд";10,97151754;;25.11.2023
12;drdawin;Mercedes-Benz Sprinter 316 CDI;1,5;Легковой автомобиль;Фара;;;975;Vilnius;Дзержинский;07.11.2023;6;15000;№ 1911374; Перевезти груз цены;"Груз :
							Фара						
                                        Дата перевозки:  10.11
					Время перевозки:  Не указано
                    Категория: Транспортные средства
                    Вес: 5 кг
                    Д; Ш; В : 120 см; 30 см; 30 см;
					Объем:  0.11 м3";9,081035736;;07.11.2023
12;drdawin;Mercedes-Benz Sprinter 316 CDI;1,5;Легковой автомобиль;Междугородняя перевозка;;;2193;Москва;Нюрнберг;15.12.2023;2,5;249400;№ 1911914; Заказать грузопассажирскую газель;"Дата перевозки:  20.12
					Время перевозки:  Не указано
                    Категория: Пассажирские перевозки
                    
						Количество человек:
						3 чел.";11,80306897;;15.12.2023
12;drdawin;Mercedes-Benz Sprinter 316 CDI;1,5;Легковой автомобиль;Сухой корм;;;726;Минск;Москва;21.11.2023;5,5;12200;№ 1912797; Сколько стоит доставить Сухого корм недорого;"Груз :
							Сухой корм						
                                        Дата перевозки:  с 20.11 по 22.11
					Время перевозки:  Не указано
                    Категория: Перевозка животных
                    Вес: не указано";11,4014758;;21.11.2023
